Position,Track Name,Artist,Streams,Date,Genre
1,Despacito - Remix,Luis Fonsi,6658881,2017-05-02,"['puerto rican pop', 'latin', 'latin pop']"
2,I'm the One,DJ Khaled,5692247,2017-05-02,"['pop rap', 'rap', 'miami hip hop', 'southern hip hop', 'trap', 'hip hop']"
3,Shape of You,Ed Sheeran,4857565,2017-05-02,"['uk pop', 'pop']"
4,HUMBLE.,Kendrick Lamar,4599290,2017-05-02,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
5,Something Just Like This,The Chainsmokers,3426148,2017-05-02,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
6,It Ain't Me (with Selena Gomez),Kygo,3322045,2017-05-02,"['tropical house', 'pop dance', 'pop', 'edm']"
7,Mask Off,Future,3277171,2017-05-02,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
8,Stay (with Alessia Cara),Zedd,3174707,2017-05-02,"['pop', 'dance pop', 'edm', 'pop dance', 'german techno', 'complextro', 'post-teen pop', 'tropical house', 'electro house', 'electropop']"
9,That's What I Like,Bruno Mars,2975988,2017-05-02,"['pop', 'post-teen pop', 'dance pop']"
10,Symphony (feat. Zara Larsson),Clean Bandit,2936404,2017-05-02,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']"
11,Passionfruit,Drake,2896578,2017-05-02,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
12,Despacito (Featuring Daddy Yankee),Luis Fonsi,2834217,2017-05-02,"['puerto rican pop', 'latin', 'latin pop']"
13,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2708721,2017-05-02,"['dance pop', 'pop', 'post-teen pop', 'pop rap']"
14,DNA.,Kendrick Lamar,2679143,2017-05-02,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
15,There's Nothing Holdin' Me Back,Shawn Mendes,2545455,2017-05-02,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
16,Slide (feat. Frank Ocean & Migos),Calvin Harris,2257281,2017-05-02,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
17,Scared to Be Lonely,Martin Garrix,2219473,2017-05-02,"['dutch edm', 'pop dance', 'edm', 'tropical house', 'pop', 'progressive house', 'dance pop']"
18,Issues,Julia Michaels,2201237,2017-05-02,"['pop', 'post-teen pop', 'alt z', 'dance pop', 'electropop']"
19,XO TOUR Llif3,Lil Uzi Vert,2195110,2017-05-02,"['melodic rap', 'philly rap', 'rap', 'trap']"
20,Galway Girl,Ed Sheeran,1997706,2017-05-02,"['uk pop', 'pop']"
21,Sign of the Times,Harry Styles,1948361,2017-05-02,"['pop', 'post-teen pop']"
22,iSpy (feat. Lil Yachty),KYLE,1947364,2017-05-02,"['pop rap', 'rap', 'social media pop']"
23,Felices los 4,Maluma,1884583,2017-05-02,"['reggaeton colombiano', 'reggaeton', 'latin']"
24,Unforgettable,French Montana,1844613,2017-05-02,"['rap', 'trap', 'pop rap', 'southern hip hop', 'hip hop', 'gangster rap']"
25,First Time,Kygo,1833432,2017-05-02,"['tropical house', 'pop dance', 'pop', 'edm']"
26,Good Life (with G-Eazy & Kehlani),G-Eazy,1822942,2017-05-02,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap', 'hip hop']"
27,Paris,The Chainsmokers,1806861,2017-05-02,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
28,Attention,Charlie Puth,1793063,2017-05-02,"['pop', 'viral pop', 'post-teen pop', 'dance pop']"
29,Believer,Imagine Dragons,1771344,2017-05-02,"['modern rock', 'pop', 'rock']"
30,Cold,Maroon 5,1697777,2017-05-02,"['pop', 'pop rock']"
31,The Cure,Lady Gaga,1691866,2017-05-02,"['pop', 'post-teen pop', 'dance pop']"
32,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1687749,2017-05-02,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
33,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,1679766,2017-05-02,"['mexican pop', 'latin pop', 'dance pop', 'latin', 'pop']"
34,LOVE. FEAT. ZACARI.,Kendrick Lamar,1637094,2017-05-02,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
35,Me RehÃºso,Danny Ocean,1623917,2017-05-02,"['pop venezolano', 'reggaeton', 'trap latino', 'latin', 'latin pop']"
36,"I Donât Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1603594,2017-05-02,"['pop', 'post-teen pop', 'uk pop', 'dance pop']"
37,Now Or Never,Halsey,1582042,2017-05-02,"['pop', 'etherpop', 'post-teen pop', 'electropop', 'dance pop', 'indie poptimism']"
38,Call On Me - Ryan Riback Extended Remix,Starley,1572339,2017-05-02,"['aussietronica', 'tropical house', 'pop dance']"
39,Location,Khalid,1567768,2017-05-02,['pop']
40,ELEMENT.,Kendrick Lamar,1559473,2017-05-02,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
41,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1555340,2017-05-02,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']"
42,No Promises (feat. Demi Lovato),Cheat Codes,1507138,2017-05-02,"['pop dance', 'tropical house', 'pop', 'edm', 'dance pop', 'electropop', 'post-teen pop', 'electro house', 'pop edm']"
43,You Don't Know Me - Radio Edit,Jax Jones,1507134,2017-05-02,"['pop dance', 'uk dance', 'tropical house', 'dance pop', 'pop', 'house', 'edm', 'pop rap', 'post-teen pop', 'electro house']"
44,I Feel It Coming,The Weeknd,1491870,2017-05-02,"['canadian pop', 'canadian contemporary r&b', 'pop']"
45,Congratulations,Post Malone,1380757,2017-05-02,"['dfw rap', 'melodic rap', 'rap']"
46,Solo Dance,Martin Jensen,1377431,2017-05-02,"['tropical house', 'pop dance', 'danish electronic', 'edm', 'dance pop', 'pop edm', 'deep house', 'pop', 'electro house']"
47,Say You Won't Let Go,James Arthur,1362555,2017-05-02,"['pop', 'uk pop', 'talent show', 'post-teen pop']"
48,Closer,The Chainsmokers,1303430,2017-05-02,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
49,El Amante,Nicky Jam,1296159,2017-05-02,"['latin', 'reggaeton', 'latin hip hop', 'trap latino']"
50,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1284755,2017-05-02,"['alt z', 'social media pop', 'pop', 'post-teen pop']"
51,Portland,Drake,1283813,2017-05-02,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
52,Castle on the Hill,Ed Sheeran,1280532,2017-05-02,"['uk pop', 'pop']"
53,Still Got Time (feat. PARTYNEXTDOOR),ZAYN,1220454,2017-05-02,"['pop', 'post-teen pop', 'uk pop', 'dance pop']"
54,Chained To The Rhythm,Katy Perry,1219778,2017-05-02,"['pop', 'post-teen pop', 'dance pop']"
55,Green Light,Lorde,1197513,2017-05-02,"['pop', 'nz pop', 'metropopolis', 'post-teen pop', 'electropop', 'art pop', 'dance pop']"
56,The Night We Met,Lord Huron,1194131,2017-05-02,"['stomp and holler', 'indie folk', 'indie pop']"
57,Bon AppÃ©tit,Katy Perry,1188672,2017-05-02,"['pop', 'post-teen pop', 'dance pop']"
58,The One,The Chainsmokers,1174196,2017-05-02,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
59,Tunnel Vision,Kodak Black,1163985,2017-05-02,"['melodic rap', 'rap', 'miami hip hop', 'florida rap', 'trap', 'southern hip hop', 'hip hop']"
60,Starboy,The Weeknd,1129274,2017-05-02,"['canadian pop', 'canadian contemporary r&b', 'pop']"
61,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,1094243,2017-05-02,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
62,Chantaje,Shakira,1093995,2017-05-02,"['colombian pop', 'dance pop', 'latin pop', 'pop', 'latin']"
63,Selfish (feat. Rihanna),Future,1080901,2017-05-02,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
64,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,1063150,2017-05-02,"['miami hip hop', 'dance pop', 'pop', 'pop rap', 'latin']"
65,EscÃ¡pate Conmigo,Wisin,1042945,2017-05-02,"['latin', 'reggaeton', 'latin hip hop', 'trap latino']"
66,goosebumps,Travis Scott,994000,2017-05-02,"['slap house', 'rap']"
67,Touch,Little Mix,988734,2017-05-02,"['talent show', 'pop', 'girl group', 'post-teen pop', 'uk pop', 'dance pop']"
68,Perfect,Ed Sheeran,984336,2017-05-02,"['uk pop', 'pop']"
69,Bad and Boujee (feat. Lil Uzi Vert),Migos,972573,2017-05-02,"['rap', 'atl hip hop', 'trap', 'pop rap']"
70,Tuesday,Burak Yeter,967429,2017-05-02,['electro house']
71,September Song,JP Cooper,961108,2017-05-02,"['uk pop', 'pop', 'neo mellow', 'indie cafe pop', 'tropical house', 'pop rock']"
72,Ahora Dice,Chris Jedi,958050,2017-05-02,"['trap latino', 'reggaeton', 'reggaeton flow', 'latin']"
73,do re mi,blackbear,951161,2017-05-02,"['pop rap', 'pop', 'electropop', 'modern rock']"
74,One Dance,Drake,947815,2017-05-02,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
75,Fake Love,Drake,936317,2017-05-02,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
76,XXX. FEAT. U2.,Kendrick Lamar,932972,2017-05-02,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
77,Bounce Back,Big Sean,932162,2017-05-02,"['rap', 'pop rap', 'detroit hip hop', 'trap', 'southern hip hop', 'hip hop']"
78,Sigo ExtraÃ±Ã¡ndote,J Balvin,926284,2017-05-02,"['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']"
79,Body Like A Back Road,Sam Hunt,920536,2017-05-02,"['contemporary country', 'country pop']"
80,Let Me Love You,DJ Snake,899342,2017-05-02,"['pop', 'electronic trap', 'dance pop', 'edm', 'pop dance', 'pop rap']"
81,Weak,AJR,885655,2017-05-02,"['modern rock', 'pop rap']"
82,YAH.,Kendrick Lamar,843892,2017-05-02,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
83,Happier,Ed Sheeran,841524,2017-05-02,"['uk pop', 'pop']"
84,"How Far I'll Go - From ""Moana""",Alessia Cara,840806,2017-05-02,"['pop', 'post-teen pop', 'canadian pop', 'canadian contemporary r&b', 'dance pop', 'electropop']"
85,Otra vez (feat. J Balvin),Zion & Lennox,836425,2017-05-02,"['latin hip hop', 'reggaeton', 'latin', 'trap latino', 'reggaeton flow']"
86,T-Shirt,Migos,825028,2017-05-02,"['rap', 'atl hip hop', 'trap', 'pop rap']"
87,Thunder,Imagine Dragons,824222,2017-05-02,"['modern rock', 'pop', 'rock']"
88,Starving,Hailee Steinfeld,822601,2017-05-02,"['pop', 'post-teen pop', 'dance pop']"
89,Look At Me!,XXXTENTACION,810635,2017-05-02,"['miami hip hop', 'emo rap']"
90,La Rompe Corazones,Daddy Yankee,805810,2017-05-02,"['reggaeton', 'latin', 'latin hip hop', 'trap latino']"
91,24K Magic,Bruno Mars,802423,2017-05-02,"['pop', 'post-teen pop', 'dance pop']"
92,1-800-273-8255,Logic,800192,2017-05-02,"['conscious hip hop', 'dmv rap', 'pop rap', 'rap', 'hip hop']"
93,PRIDE.,Kendrick Lamar,790607,2017-05-02,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
94,LUST.,Kendrick Lamar,777311,2017-05-02,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
95,Gyalchester,Drake,772033,2017-05-02,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
96,ReggaetÃ³n Lento (Bailemos),CNCO,770319,2017-05-02,"['boy band', 'latin pop', 'reggaeton', 'latin']"
97,FEEL.,Kendrick Lamar,767973,2017-05-02,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
98,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,763722,2017-05-02,"['melodic rap', 'rap', 'trap', 'pop rap']"
99,Lust for Life (with The Weeknd),Lana Del Rey,755347,2017-05-02,"['art pop', 'pop']"
100,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,749336,2017-05-02,"['trap boricua', 'trap latino', 'reggaeton', 'reggaeton flow', 'latin']"
101,Whippin (feat. Felix Snow),Kiiara,748403,2017-05-02,"['electropop', 'indie poptimism', 'alt z', 'pop', 'dance pop']"
102,Swang,Rae Sremmurd,740617,2017-05-02,"['rap', 'mississippi hip hop', 'melodic rap', 'trap', 'pop rap', 'southern hip hop', 'hip hop']"
103,Hear Me Now,Alok,740374,2017-05-02,"['pop nacional', 'slap house', 'electro house']"
104,Don't Wanna Know,Maroon 5,733052,2017-05-02,"['pop', 'pop rock']"
105,Redbone,Childish Gambino,718440,2017-05-02,"['rap', 'atl hip hop', 'pop rap', 'hip hop']"
106,Don't Let Me Down (feat. Daya),The Chainsmokers,712936,2017-05-02,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
107,All Time Low,Jon Bellion,707699,2017-05-02,['pop rap']
108,Me llamas (feat. Maluma) - Remix,Piso 21,684118,2017-05-02,"['reggaeton colombiano', 'colombian pop', 'reggaeton', 'trap latino', 'latin', 'latin pop']"
109,Ciao Adios,Anne-Marie,673961,2017-05-02,"['pop', 'uk pop', 'dance pop', 'post-teen pop', 'tropical house', 'pop dance']"
110,Obsession (feat. Jon Bellion),Vice,666268,2017-05-02,['chicano rap']
111,Me EnamorÃ©,Shakira,666153,2017-05-02,"['colombian pop', 'dance pop', 'latin pop', 'pop', 'latin']"
112,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,660540,2017-05-02,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
113,Dive,Ed Sheeran,658164,2017-05-02,"['uk pop', 'pop']"
114,Everyday,Ariana Grande,656546,2017-05-02,"['pop', 'post-teen pop', 'dance pop']"
115,Treat You Better,Shawn Mendes,654118,2017-05-02,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
116,Break Up Every Night,The Chainsmokers,648742,2017-05-02,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
117,Rolex,Ayo & Teo,648218,2017-05-02,['neo soul']
118,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,642594,2017-05-02,"['pop', 'dance pop', 'post-teen pop', 'electropop']"
119,In the Name of Love,Martin Garrix,642238,2017-05-02,"['dutch edm', 'pop dance', 'edm', 'tropical house', 'pop', 'progressive house', 'dance pop']"
120,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,637060,2017-05-02,"['dance pop', 'pop']"
121,Cold Water (feat. Justin Bieber & MÃ),Major Lazer,636289,2017-05-02,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
122,Side To Side,Ariana Grande,631372,2017-05-02,"['pop', 'post-teen pop', 'dance pop']"
123,Hey DJ,CNCO,631018,2017-05-02,"['boy band', 'latin pop', 'reggaeton', 'latin']"
124,Hard Times,Paramore,621164,2017-05-02,"['candy pop', 'pixie', 'pop emo', 'pop punk', 'emo']"
125,Photograph,Ed Sheeran,620361,2017-05-02,"['uk pop', 'pop']"
126,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,618925,2017-05-02,"['pop rap', 'dance pop', 'pop']"
127,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,618668,2017-05-02,"['ohio hip hop', 'pop rap']"
128,Sweet Creature,Harry Styles,614257,2017-05-02,"['pop', 'post-teen pop']"
129,FEAR.,Kendrick Lamar,608095,2017-05-02,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
130,Vente Pa' Ca (feat. Maluma),Ricky Martin,606055,2017-05-02,"['latin pop', 'puerto rican pop', 'mexican pop', 'latin', 'dance pop']"
131,Mercy,Shawn Mendes,604933,2017-05-02,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
132,GOD.,Kendrick Lamar,600164,2017-05-02,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
133,Blem,Drake,597177,2017-05-02,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
134,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,596837,2017-05-02,"['pop', 'viral pop', 'post-teen pop', 'dance pop']"
135,All Night,The Vamps,594726,2017-05-02,"['pop', 'post-teen pop', 'boy band', 'dance pop']"
136,Love On The Brain,Rihanna,586652,2017-05-02,"['barbadian pop', 'pop', 'dance pop', 'post-teen pop', 'urban contemporary']"
137,Heathens,Twenty One Pilots,578163,2017-05-02,"['modern rock', 'rock']"
138,What Do I Know?,Ed Sheeran,563746,2017-05-02,"['uk pop', 'pop']"
139,TG4M,Zara Larsson,562580,2017-05-02,"['pop', 'scandipop', 'dance pop', 'swedish electropop', 'post-teen pop', 'tropical house', 'swedish pop', 'pop dance', 'electropop', 'edm']"
140,Safari,J Balvin,561108,2017-05-02,"['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']"
141,Just Hold On,Steve Aoki,560615,2017-05-02,"['edm', 'pop dance', 'electro house', 'tropical house', 'dance pop', 'pop']"
142,DUCKWORTH.,Kendrick Lamar,557640,2017-05-02,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
143,Skin,Rag'n'Bone Man,556311,2017-05-02,['neo soul']
144,Alguien Robo,Sebastian Yatra,545623,2017-05-02,"['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']"
145,Faded,Alan Walker,542383,2017-05-02,"['pop dance', 'electro house']"
146,Human,Rag'n'Bone Man,539888,2017-05-02,['neo soul']
147,Love Yourself,Justin Bieber,538430,2017-05-02,"['canadian pop', 'post-teen pop', 'pop']"
148,Stressed Out,Twenty One Pilots,537819,2017-05-02,"['modern rock', 'rock']"
149,Thinking out Loud,Ed Sheeran,536952,2017-05-02,"['uk pop', 'pop']"
150,BLOOD.,Kendrick Lamar,529263,2017-05-02,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
151,Saturnz Barz (feat. Popcaan),Gorillaz,527296,2017-05-02,['alternative hip hop']
152,Cheap Thrills,Sia,526951,2017-05-02,"['pop', 'australian dance', 'australian pop', 'dance pop']"
153,Vacaciones,Wisin,524362,2017-05-02,"['latin', 'reggaeton', 'latin hip hop', 'trap latino']"
154,My Way,Calvin Harris,521358,2017-05-02,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
155,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,520598,2017-05-02,"['pop', 'post-teen pop', 'dance pop', 'girl group', 'talent show']"
156,Lights Down Low,MAX,517946,2017-05-02,"['pop', 'post-teen pop', 'viral pop', 'dance pop', 'electropop', 'pop rap']"
157,Black Beatles,Rae Sremmurd,515905,2017-05-02,"['rap', 'mississippi hip hop', 'melodic rap', 'trap', 'pop rap', 'southern hip hop', 'hip hop']"
158,Scars To Your Beautiful,Alessia Cara,514281,2017-05-02,"['pop', 'post-teen pop', 'canadian pop', 'canadian contemporary r&b', 'dance pop', 'electropop']"
159,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,511797,2017-05-02,"['cubaton', 'reggaeton']"
160,Te Quiero PaÂ´Mi,Don Omar,510974,2017-05-02,"['puerto rican pop', 'latin', 'reggaeton', 'latin hip hop', 'trap latino']"
161,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,508698,2017-05-02,"['virginia hip hop', 'alternative r&b', 'underground hip hop', 'trap', 'pop rap', 'rap']"
162,New Man,Ed Sheeran,507444,2017-05-02,"['uk pop', 'pop']"
163,Sorry,Justin Bieber,506098,2017-05-02,"['canadian pop', 'post-teen pop', 'pop']"
164,Ride,Twenty One Pilots,501547,2017-05-02,"['modern rock', 'rock']"
165,Tu Foto,Ozuna,498354,2017-05-02,"['puerto rican pop', 'trap latino', 'reggaeton', 'latin']"
166,This Is What You Came For (feat. Rihanna),Calvin Harris,495584,2017-05-02,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
167,Perfect Strangers,Jonas Blue,495409,2017-05-02,"['tropical house', 'uk dance', 'pop dance', 'pop', 'dance pop', 'edm']"
168,Most Girls,Hailee Steinfeld,490974,2017-05-02,"['pop', 'post-teen pop', 'dance pop']"
169,Get Right Witcha,Migos,490770,2017-05-02,"['rap', 'atl hip hop', 'trap', 'pop rap']"
170,History,Olivia Holt,484200,2017-05-02,"['post-teen pop', 'social media pop', 'alt z', 'pop', 'dance pop']"
171,Bad Things - With Camila Cabello,Machine Gun Kelly,484086,2017-05-02,"['ohio hip hop', 'pop rap']"
172,Nights With You,MÃ,483965,2017-05-02,"['electropop', 'pop', 'tropical house', 'dance pop', 'art pop', 'danish pop', 'indie poptimism']"
173,Traicionera,Sebastian Yatra,476720,2017-05-02,"['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']"
174,Quit (feat. Ariana Grande),Cashmere Cat,469576,2017-05-02,"['shiver pop', 'downtempo', 'pop', 'post-teen pop']"
175,No More Sad Songs,Little Mix,468949,2017-05-02,"['talent show', 'pop', 'girl group', 'post-teen pop', 'uk pop', 'dance pop']"
176,Teenage Fever,Drake,468208,2017-05-02,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
177,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,467295,2017-05-02,"['tropical house', 'new french touch', 'pop dance']"
178,Versace on the Floor,Bruno Mars,466382,2017-05-02,"['pop', 'post-teen pop', 'dance pop']"
179,Barcelona,Ed Sheeran,460038,2017-05-02,"['uk pop', 'pop']"
180,Caroline,AminÃ©,458410,2017-05-02,"['portland hip hop', 'rap', 'pop rap', 'hip hop', 'underground hip hop']"
181,Don't Leave,Snakehips,458295,2017-05-02,"['tropical house', 'edm', 'electropop', 'pop', 'pop dance', 'indie poptimism', 'dance pop']"
182,Supermarket Flowers,Ed Sheeran,458243,2017-05-02,"['uk pop', 'pop']"
183,No Vacancy,OneRepublic,456880,2017-05-02,"['pop rock', 'piano rock', 'pop', 'dance pop', 'post-teen pop']"
184,Panda,Desiigner,455763,2017-05-02,"['viral trap', 'trap', 'rap', 'pop rap']"
